,"('flaubert_base_cased', 1)","('flaubert_base_uncased', 1)","('flaubert_large_uncased', 1)","('flaubert_small_cased', 1)"
Dim 738,0.051303104915176125,0.013566217480540594,0.012080127309257437,0.0
Dim 739,0.02590320948533575,0.046114787283386124,0.014003039977164877,0.0
Dim 740,0.018755392991891516,0.021348499105284406,0.014330809986683875,0.0
Dim 741,0.013066646607211015,0.024634666424596725,0.014658775395543387,0.0
Dim 742,0.03411425902979719,0.014889066797626666,0.010860903349255177,0.0
Dim 743,0.010111341191524185,0.012825205499626008,0.019416720561768432,0.0
Dim 744,0.01433988692103227,0.013257859589619572,0.014565569992372032,0.0
Dim 745,0.013192051276199587,0.01733014771210396,0.01959995265232131,0.0
Dim 746,0.015400271926795361,0.02044533830167738,0.015216170612167464,0.0
Dim 747,0.03273368274345898,0.02781788982377508,0.019539933471244955,0.0
Dim 748,0.0273510718297541,0.02348578177592845,0.013035242066407328,0.0
Dim 749,0.014494506062403432,0.01862405878341032,0.022493469688493254,0.0
Dim 750,0.012049482833070956,0.016063715366743017,0.014197308405854066,0.0
Dim 751,0.01270329590786449,0.022270708208521887,0.021830211457527803,0.0
Dim 752,0.029713695135972808,0.033372072173332414,0.011841224126660874,0.0
Dim 753,0.015311578776240741,0.01902346601670709,0.014631467695720907,0.0
Dim 754,0.01913921775211157,0.018458056484941684,0.012180213350874975,0.0
Dim 755,0.037998105544953364,0.025892261494441324,0.016941800105876387,0.0
Dim 756,0.012283714831237934,0.014834273772626262,0.016885520318059382,0.0
Dim 757,0.011551271498493719,0.02617025361343801,0.015705262111659585,0.0
Dim 758,0.02046655982808636,0.01828995195571123,0.011531872200549659,0.0
Dim 759,0.01838163783318822,0.013518256470299521,0.017018982347324324,0.0
Dim 760,0.020267426437660118,0.02327223800425459,0.015886396193163652,0.0
Dim 761,0.01876811759736683,0.016493400997416502,0.01614576626140027,0.0
Dim 762,0.01579175487807135,0.018138757542915215,0.03095642742225511,0.0
Dim 763,0.013357228035060712,0.013087196430316314,0.023846334479884667,0.0
Dim 764,0.013604536806675687,0.013147231978945533,0.012494598003582349,0.0
Dim 765,0.039974073455926004,0.01527985369445885,0.013651470403651198,0.0
Dim 766,0.00969085734662779,0.015119644415204402,0.02662863509684989,0.0
Dim 767,0.013424620819569423,0.012409413774661069,0.012012945338939202,0.0
Dim 768,0.0,0.0,0.0223109242231666,0.0
Dim 769,0.0,0.0,0.012514686503729324,0.0
Dim 770,0.0,0.0,0.012676316103505253,0.0
Dim 771,0.0,0.0,0.017453943538538567,0.0
Dim 772,0.0,0.0,0.01099467111669506,0.0
Dim 773,0.0,0.0,0.012759197980099597,0.0
Dim 774,0.0,0.0,0.02390448352662602,0.0
Dim 775,0.0,0.0,0.010425488443187077,0.0
Dim 776,0.0,0.0,0.010410210727825693,0.0
Dim 777,0.0,0.0,0.011885973220768828,0.0
Dim 778,0.0,0.0,0.01728961720058234,0.0
Dim 779,0.0,0.0,0.01173335396399087,0.0
Dim 780,0.0,0.0,0.022332966204658217,0.0
Dim 781,0.0,0.0,0.015564127005747613,0.0
Dim 782,0.0,0.0,0.01275049096038239,0.0
Dim 783,0.0,0.0,0.027222795501014016,0.0
Dim 784,0.0,0.0,0.016454391311905646,0.0
Dim 785,0.0,0.0,0.01910040317336324,0.0
Dim 786,0.0,0.0,0.015905755868574904,0.0
Dim 787,0.0,0.0,0.013329273106522955,0.0
Dim 788,0.0,0.0,0.012045215669146379,0.0
Dim 789,0.0,0.0,0.017450616475771737,0.0
Dim 790,0.0,0.0,0.016737281821335655,0.0
Dim 791,0.0,0.0,0.01855569270313698,0.0
Dim 792,0.0,0.0,0.02002650489540355,0.0
Dim 793,0.0,0.0,0.013700516137109108,0.0
Dim 794,0.0,0.0,0.010155909257419923,0.0
Dim 795,0.0,0.0,0.014715776480984193,0.0
Dim 796,0.0,0.0,0.014388393261390606,0.0
Dim 797,0.0,0.0,0.013459270060863034,0.0
Dim 798,0.0,0.0,0.011812660765125951,0.0
Dim 799,0.0,0.0,0.013148428063162023,0.0
Dim 800,0.0,0.0,0.024505712581075922,0.0
Dim 801,0.0,0.0,0.010990164752524925,0.0
Dim 802,0.0,0.0,0.010683294089870763,0.0
Dim 803,0.0,0.0,0.014353850455126075,0.0
Dim 804,0.0,0.0,0.013248969312544708,0.0
Dim 805,0.0,0.0,0.012985090011075433,0.0
Dim 806,0.0,0.0,0.03660282388026829,0.0
Dim 807,0.0,0.0,0.012127685593104866,0.0
Dim 808,0.0,0.0,0.013484956557357665,0.0
Dim 809,0.0,0.0,0.01324566118324193,0.0
Dim 810,0.0,0.0,0.013586167189771544,0.0
Dim 811,0.0,0.0,0.011724130524320742,0.0
Dim 812,0.0,0.0,0.011679591019720909,0.0
Dim 813,0.0,0.0,0.012084062434686696,0.0
Dim 814,0.0,0.0,0.020255325388899126,0.0
Dim 815,0.0,0.0,0.010364925432097221,0.0
Dim 816,0.0,0.0,0.014939269163855221,0.0
Dim 817,0.0,0.0,0.017228309329720193,0.0
Dim 818,0.0,0.0,0.016587254038668512,0.0
Dim 819,0.0,0.0,0.012320077620105823,0.0
Dim 820,0.0,0.0,0.012393483824307522,0.0
Dim 821,0.0,0.0,0.01167523429009216,0.0
Dim 822,0.0,0.0,0.012361019288020468,0.0
Dim 823,0.0,0.0,0.012650088034755253,0.0
Dim 824,0.0,0.0,0.013446621806021573,0.0
Dim 825,0.0,0.0,0.010913834608593246,0.0
Dim 826,0.0,0.0,0.01383610139393612,0.0
Dim 827,0.0,0.0,0.018737369967598977,0.0
Dim 828,0.0,0.0,0.01608969734645516,0.0
Dim 829,0.0,0.0,0.01595362500134776,0.0
Dim 830,0.0,0.0,0.013207677353296626,0.0
Dim 831,0.0,0.0,0.014261563091455315,0.0
Dim 832,0.0,0.0,0.020497325458556554,0.0
Dim 833,0.0,0.0,0.020562220115398617,0.0
Dim 834,0.0,0.0,0.01171110066916293,0.0
Dim 835,0.0,0.0,0.01762008095843219,0.0
Dim 836,0.0,0.0,0.015214289990281727,0.0
Dim 837,0.0,0.0,0.011722919751223379,0.0
Dim 838,0.0,0.0,0.01436013996565091,0.0
Dim 839,0.0,0.0,0.011850880915883181,0.0
Dim 840,0.0,0.0,0.01135238731404756,0.0
Dim 841,0.0,0.0,0.013300210167422616,0.0
Dim 842,0.0,0.0,0.011469208234389698,0.0
Dim 843,0.0,0.0,0.019670405055614498,0.0
Dim 844,0.0,0.0,0.025986161429716603,0.0
Dim 845,0.0,0.0,0.017280492373651347,0.0
Dim 846,0.0,0.0,0.014325367461915905,0.0
Dim 847,0.0,0.0,0.011982557228585636,0.0
Dim 848,0.0,0.0,0.018237577084445834,0.0
Dim 849,0.0,0.0,0.016467861690752084,0.0
Dim 850,0.0,0.0,0.014026711780623846,0.0
Dim 851,0.0,0.0,0.010335131161340735,0.0
Dim 852,0.0,0.0,0.012051029918339387,0.0
Dim 853,0.0,0.0,0.011726601455170444,0.0
Dim 854,0.0,0.0,0.015477036133194899,0.0
Dim 855,0.0,0.0,0.02680340421682263,0.0
Dim 856,0.0,0.0,0.016253067879462516,0.0
Dim 857,0.0,0.0,0.010671674846770776,0.0
Dim 858,0.0,0.0,0.0163873427052324,0.0
Dim 859,0.0,0.0,0.01316461673973005,0.0
Dim 860,0.0,0.0,0.024297242764361914,0.0
Dim 861,0.0,0.0,0.01395577683533739,0.0
Dim 862,0.0,0.0,0.02468517333996204,0.0
Dim 863,0.0,0.0,0.01258947718288428,0.0
Dim 864,0.0,0.0,0.012617117263912974,0.0
Dim 865,0.0,0.0,0.022486219339239756,0.0
Dim 866,0.0,0.0,0.016405901954404875,0.0
Dim 867,0.0,0.0,0.013125327254965959,0.0
Dim 868,0.0,0.0,0.013926239943844175,0.0
Dim 869,0.0,0.0,0.023399956878613917,0.0
Dim 870,0.0,0.0,0.013390207148959589,0.0
Dim 871,0.0,0.0,0.011147691965545416,0.0
Dim 872,0.0,0.0,0.01749686621250289,0.0
Dim 873,0.0,0.0,0.015808453017358774,0.0
Dim 874,0.0,0.0,0.020492628828068123,0.0
Dim 875,0.0,0.0,0.01342373920914343,0.0
Dim 876,0.0,0.0,0.012870314186381302,0.0
Dim 877,0.0,0.0,0.02805704225826053,0.0
Dim 878,0.0,0.0,0.015615626274444707,0.0
Dim 879,0.0,0.0,0.028053311261327613,0.0
Dim 880,0.0,0.0,0.018592015993695008,0.0
Dim 881,0.0,0.0,0.012762341615470251,0.0
Dim 882,0.0,0.0,0.013989888947515816,0.0
Dim 883,0.0,0.0,0.018407768952675173,0.0
Dim 884,0.0,0.0,0.018068966120933127,0.0
Dim 885,0.0,0.0,0.013348816138953378,0.0
Dim 886,0.0,0.0,0.012662257983755846,0.0
Dim 887,0.0,0.0,0.013333021237714605,0.0
Dim 888,0.0,0.0,0.016462525454420125,0.0
Dim 889,0.0,0.0,0.017431549259807784,0.0
Dim 890,0.0,0.0,0.016700134933823652,0.0
Dim 891,0.0,0.0,0.012231439216327343,0.0
Dim 892,0.0,0.0,0.018605563101201143,0.0
Dim 893,0.0,0.0,0.013433173467938249,0.0
Dim 894,0.0,0.0,0.016818377846931798,0.0
Dim 895,0.0,0.0,0.013861045493210484,0.0
Dim 896,0.0,0.0,0.015359620632673847,0.0
Dim 897,0.0,0.0,0.01213943706022734,0.0
Dim 898,0.0,0.0,0.013787737387853325,0.0
Dim 899,0.0,0.0,0.012835682146060406,0.0
Dim 900,0.0,0.0,0.014042742724819729,0.0
Dim 901,0.0,0.0,0.019015618389080956,0.0
Dim 902,0.0,0.0,0.012905620117287646,0.0
Dim 903,0.0,0.0,0.01155857182316328,0.0
Dim 904,0.0,0.0,0.010241290913196258,0.0
Dim 905,0.0,0.0,0.01792074091417215,0.0
Dim 906,0.0,0.0,0.011293893484439436,0.0
Dim 907,0.0,0.0,0.01241070136774486,0.0
Dim 908,0.0,0.0,0.01324271247848836,0.0
Dim 909,0.0,0.0,0.017409363175245367,0.0
Dim 910,0.0,0.0,0.02594767668721961,0.0
Dim 911,0.0,0.0,0.01953205494081626,0.0
Dim 912,0.0,0.0,0.01192766818641609,0.0
Dim 913,0.0,0.0,0.012926476716054775,0.0
Dim 914,0.0,0.0,0.014663019665235456,0.0
Dim 915,0.0,0.0,0.014519588446259238,0.0
Dim 916,0.0,0.0,0.015085470247249438,0.0
Dim 917,0.0,0.0,0.01656687503483638,0.0
Dim 918,0.0,0.0,0.02142080670507362,0.0
Dim 919,0.0,0.0,0.02007037014146024,0.0
Dim 920,0.0,0.0,0.013114076532836949,0.0
Dim 921,0.0,0.0,0.013326584859727606,0.0
Dim 922,0.0,0.0,0.014441909914598485,0.0
Dim 923,0.0,0.0,0.018390179028794713,0.0
Dim 924,0.0,0.0,0.012234149481640949,0.0
Dim 925,0.0,0.0,0.01465168217284216,0.0
Dim 926,0.0,0.0,0.013345610923267234,0.0
Dim 927,0.0,0.0,0.014112793663626519,0.0
Dim 928,0.0,0.0,0.017194632610212594,0.0
Dim 929,0.0,0.0,0.030075440328630552,0.0
Dim 930,0.0,0.0,0.012763102872726485,0.0
Dim 931,0.0,0.0,0.019773703153809986,0.0
Dim 932,0.0,0.0,0.012010397981948496,0.0
Dim 933,0.0,0.0,0.011616471238329566,0.0
Dim 934,0.0,0.0,0.024235629274933505,0.0
Dim 935,0.0,0.0,0.012808467277460569,0.0
Dim 936,0.0,0.0,0.019442687504774354,0.0
Dim 937,0.0,0.0,0.013347310121820576,0.0
Dim 938,0.0,0.0,0.01540689579290133,0.0
Dim 939,0.0,0.0,0.012374772273820469,0.0
Dim 940,0.0,0.0,0.014423498604492923,0.0
Dim 941,0.0,0.0,0.010321292946519064,0.0
Dim 942,0.0,0.0,0.025194151551295858,0.0
Dim 943,0.0,0.0,0.016753026226752652,0.0
Dim 944,0.0,0.0,0.013930680315476078,0.0
Dim 945,0.0,0.0,0.010339981248672402,0.0
Dim 946,0.0,0.0,0.010908762284228594,0.0
Dim 947,0.0,0.0,0.011549255479311222,0.0
Dim 948,0.0,0.0,0.014206945706070487,0.0
Dim 949,0.0,0.0,0.015651074838880705,0.0
Dim 950,0.0,0.0,0.022003379220650546,0.0
Dim 951,0.0,0.0,0.013731433682482438,0.0
Dim 952,0.0,0.0,0.014269341635647047,0.0
Dim 953,0.0,0.0,0.014905252693554439,0.0
Dim 954,0.0,0.0,0.013100580438476957,0.0
Dim 955,0.0,0.0,0.011137418667027742,0.0
Dim 956,0.0,0.0,0.020498007361790273,0.0
Dim 957,0.0,0.0,0.01639652427022144,0.0
Dim 958,0.0,0.0,0.013356211855293142,0.0
Dim 959,0.0,0.0,0.014507251988458076,0.0
Dim 960,0.0,0.0,0.012959332755379055,0.0
Dim 961,0.0,0.0,0.011991288910534185,0.0
Dim 962,0.0,0.0,0.020610725726271227,0.0
Dim 963,0.0,0.0,0.013504535307434604,0.0
Dim 964,0.0,0.0,0.01455689988005049,0.0
Dim 965,0.0,0.0,0.012032422970745228,0.0
Dim 966,0.0,0.0,0.013090410361349548,0.0
Dim 967,0.0,0.0,0.01244619165364954,0.0
Dim 968,0.0,0.0,0.016315026953012846,0.0
Dim 969,0.0,0.0,0.012447087892079725,0.0
Dim 970,0.0,0.0,0.012600699762151175,0.0
Dim 971,0.0,0.0,0.014682625282172934,0.0
Dim 972,0.0,0.0,0.017327005283524606,0.0
Dim 973,0.0,0.0,0.013325767540356656,0.0
Dim 974,0.0,0.0,0.014727346669458664,0.0
Dim 975,0.0,0.0,0.019528296887053636,0.0
Dim 976,0.0,0.0,0.011936718494190016,0.0
Dim 977,0.0,0.0,0.012470392151480875,0.0
Dim 978,0.0,0.0,0.015208831814579734,0.0
Dim 979,0.0,0.0,0.01164910624096269,0.0
Dim 980,0.0,0.0,0.028591798762409998,0.0
Dim 981,0.0,0.0,0.013664667043555546,0.0
Dim 982,0.0,0.0,0.03919325092970298,0.0
Dim 983,0.0,0.0,0.013540984708576217,0.0
Dim 984,0.0,0.0,0.01568386163544426,0.0
Dim 985,0.0,0.0,0.01706244341856525,0.0
Dim 986,0.0,0.0,0.01267632907672216,0.0
Dim 987,0.0,0.0,0.013131632657799748,0.0
Dim 988,0.0,0.0,0.012140553472996394,0.0
Dim 989,0.0,0.0,0.013756667759570965,0.0
Dim 990,0.0,0.0,0.014841010388672528,0.0
Dim 991,0.0,0.0,0.010435307852622528,0.0
Dim 992,0.0,0.0,0.010722266268017713,0.0
Dim 993,0.0,0.0,0.03252404925884128,0.0
Dim 994,0.0,0.0,0.013535937830841775,0.0
Dim 995,0.0,0.0,0.012271350009337757,0.0
Dim 996,0.0,0.0,0.025835905254375815,0.0
Dim 997,0.0,0.0,0.012863820343114866,0.0
Dim 998,0.0,0.0,0.012295464257289081,0.0
Dim 999,0.0,0.0,0.023128915023661042,0.0
Dim 1000,0.0,0.0,0.017341468798494006,0.0
Dim 1001,0.0,0.0,0.01683510058835128,0.0
Dim 1002,0.0,0.0,0.01762260125737998,0.0
Dim 1003,0.0,0.0,0.013409926294200807,0.0
Dim 1004,0.0,0.0,0.019847728540153108,0.0
Dim 1005,0.0,0.0,0.01668717185349553,0.0
Dim 1006,0.0,0.0,0.01009406895138481,0.0
Dim 1007,0.0,0.0,0.013399329863710285,0.0
Dim 1008,0.0,0.0,0.018810979464975452,0.0
Dim 1009,0.0,0.0,0.013443753215556742,0.0
Dim 1010,0.0,0.0,0.013020331379674628,0.0
Dim 1011,0.0,0.0,0.03011757838355168,0.0
Dim 1012,0.0,0.0,0.016697691013617157,0.0
Dim 1013,0.0,0.0,0.011365469418237965,0.0
Dim 1014,0.0,0.0,0.021025924257117617,0.0
Dim 1015,0.0,0.0,0.017315467035247223,0.0
Dim 1016,0.0,0.0,0.012968490299651317,0.0
Dim 1017,0.0,0.0,0.01592299309752526,0.0
Dim 1018,0.0,0.0,0.036663896304174916,0.0
Dim 1019,0.0,0.0,0.013748979292340638,0.0
Dim 1020,0.0,0.0,0.013780905231514637,0.0
Dim 1021,0.0,0.0,0.014363406206883977,0.0
Dim 1022,0.0,0.0,0.017614312343362557,0.0
Dim 1023,0.0,0.0,0.014896385641725515,0.0
