Feature,flaubert_base_cased,flaubert_base_uncased,flaubert_large_uncased,flaubert_small_cased,Mean Importance
Dim 626,0.01700310559006214,0.07678310046573529,0.0066925465838509,,0.03349291754654945
Dim 591,0.025551242236024903,0.03856287425149712,0.014468167701863436,,0.026194094729795152
Dim 609,0.01172748447204975,0.050179640718563005,0.00560559006211175,,0.022504238417574835
Dim 167,0.020279503105590114,0.03536260811709921,0.009064440993788858,0.024572981366459627,0.02231988339573445
Dim 169,0.02500388198757768,0.03857950765136409,0.015201863354037295,0.0066692546583850655,0.021363626912841032
Dim 739,0.0239868012422361,0.034787092481703384,0.0035287267080745003,,0.02076754014400466
Dim 691,0.03088897515527954,0.025662009314704047,0.0049456521739129995,,0.020498878881298862
Dim 617,0.010186335403726769,0.04566533599467747,0.002286490683229797,,0.019379387360544675
Dim 752,0.024359472049689496,0.03347970725216247,3.881987577639748e-05,,0.019292666392542786
Dim 36,0.03178959627329201,0.01169993346640061,0.01706133540372676,0.016052018633540437,0.019150720944239953
Dim 702,0.03209627329192549,0.017072521623419927,0.008210403726708107,,0.019126399547351177
Dim 748,0.029623447204969018,0.02449101796407195,0.002697981366459608,,0.018937482178500192
Dim 508,0.0486762422360249,0.011377245508982118,0.009635093167701917,0.005427018633540331,0.01877889988656232
Dim 982,,,0.01876552795031061,,0.01876552795031061
Dim 499,0.04873059006211182,0.015435795076513692,0.00479425465838505,0.00600543478260865,0.018741518644904802
Dim 634,0.0241847826086957,0.023193612774451186,0.008827639751552834,,0.018735345044899907
Dim 225,0.03013198757763984,0.02917831004657363,0.0013431677018633482,0.014118788819875806,0.018693063536488155
Dim 755,0.03000776397515535,0.021084497671324063,0.004712732919254616,,0.018601664855244674
Dim 580,0.012387422360248495,0.04155023286759826,0.0015450310559006134,,0.01849422876124912
Dim 747,0.022868788819875804,0.02233532934131743,0.00977096273291927,,0.01832502696470417
Dim 95,0.01847437888198765,0.03741516966067881,0.0038819875776397172,0.013478260869565297,0.018312449247467867
Dim 251,0.014072204968944176,0.03224218230206259,0.008474378881987581,0.01603649068322985,0.01770631420905605
Dim 656,0.03427018633540382,0.014980039920159737,0.0036995341614906533,,0.017649920139018067
Dim 484,0.04971273291925468,0.00807717897538262,0.002841614906832279,0.00963897515527954,0.01756762548918728
Dim 337,0.026824534161490752,0.022727877578177035,0.0059704968944098834,0.01472826086956526,0.017562792375910734
Dim 596,0.014258540372670879,0.026270791749833735,0.012057453416149114,,0.017528928512884578
Dim 71,0.03720108695652184,0.022781104457751247,0.003734472049689405,0.006230590062111751,0.017486813381518564
Dim 15,0.02630046583850939,0.03371257485029944,0.0056677018633539905,0.004208074534161458,0.017472204271581068
Dim 94,0.007841614906832285,0.04727544910179648,0.00017468944099378883,0.014499223602484533,0.01744774426302677
Dim 558,0.02375776397515534,0.027129075182967487,0.0011723602484471996,,0.017353066468856673
Dim 581,0.02949145962732929,0.018562874251497056,0.0039013975155279147,,0.01731857713145142
Dim 738,0.043672360248447256,0.004121756487025907,0.004056677018633509,,0.01728359791803556
Dim 136,0.017503881987577664,0.033429807052561634,0.005190217391304302,0.012771739130434837,0.01722391139046961
Dim 734,0.007729037267080742,0.03827012641383907,0.005667701863353981,,0.01722228851475793
Dim 13,0.027798913043478344,0.02200266134397875,0.013493788819875816,0.005485248447204919,0.017195152913634458
Dim 564,0.018377329192546633,0.03125748502994022,0.0018322981366459526,,0.017155704119710933
Dim 149,0.0026475155279502872,0.04616101131071203,0.014499223602484538,0.004767080745341577,0.017018707796622106
Dim 657,0.02479425465838515,0.017727877578177037,0.008458850931677059,,0.01699366105607975
Dim 233,0.023583074534161537,0.016091151031270862,0.005970496894409881,0.022267080745341655,0.016977950801295983
Dim 736,0.018913043478260942,0.014843646041250899,0.016525621118012476,,0.016760770212508106
Dim 724,0.023532608695652196,0.017361942781104516,0.009336180124223652,,0.01674357720032679
Dim 651,0.01636257763975162,0.02651363938789101,0.007107919254658361,,0.016661378760767
Dim 228,0.013132763975155339,0.042245508982035974,0.0027523291925465607,0.00839673913043483,0.016631835320043177
Dim 725,0.007239906832298119,0.024703925482368674,0.01763586956521745,,0.016526567293294745
Dim 568,0.027026397515527985,0.015489021956087898,0.006964285714285693,,0.016493235061967194
Dim 562,0.02165372670807457,0.011450432468396617,0.015958850931677024,,0.01635433670271607
Dim 638,0.02309394409937893,0.01920825016633405,0.006319875776397468,,0.016207356680703482
Dim 521,0.022360248447205047,0.01915169660678647,0.006975931677018607,,0.016162625577003372
Dim 730,0.03271739130434792,0.013968729208250248,0.0016576086956521668,,0.016114576402750113
Dim 683,0.021133540372670807,0.02142381902860952,0.005477484472049635,,0.01601161462444332
Dim 760,0.018893633540372736,0.020854956753160396,0.008163819875776426,,0.01597080338976985
Dim 658,0.0031715838509316515,0.0415236194278111,0.0031638198757763733,,0.01595300771817304
Dim 511,0.03198369565217391,0.02112774451097812,0.0004270186335403727,0.010034937888198791,0.015893349171222797
Dim 602,0.019064440993788876,0.02456420492348646,0.004037267080745307,,0.015888637666006882
Dim 396,0.007783385093167712,0.042332002661344,0.00024068322981366454,0.012798913043478324,0.015788746006950925
Dim 862,,,0.015690993788819944,,0.015690993788819944
Dim 184,0.013660714285714349,0.024181636726547027,0.012290372670807514,0.012115683229813736,0.015562101728220656
Dim 399,0.01952639751552799,0.02651696606786439,0.009483695652173947,0.006688664596273256,0.015553930957959896
Dim 106,0.022274844720496928,0.02695276114437803,0.001358695652173906,0.011463509316770263,0.01551245270845478
Dim 162,0.03165760869565225,0.013782435129740582,0.00042313664596273297,0.016005434782608716,0.01546715381349107
Dim 148,0.008404503105590058,0.025775116433799154,0.018668478260869596,0.009002329192546604,0.015462606748201352
Dim 519,0.01779503105590069,0.02196939454424489,0.006475155279503057,,0.015413193626549545
Dim 17,0.01792701863354046,0.019713905522288837,0.010038819875776456,0.013796583850931719,0.015369081970634368
Dim 642,0.004309006211180088,0.040116433799068624,0.001576086956521731,,0.015333842322256817
Dim 929,,,0.01531444099378889,,0.01531444099378889
Dim 466,0.03442158385093179,0.00608782435129739,0.00017857142857142854,0.02043866459627333,0.015281661056768486
Dim 256,0.016028726708074557,0.009807052561543631,0.020986024844720556,0.013986801242236089,0.015202151339143707
Dim 515,0.031094720496894473,0.010535595475715313,0.003757763975155251,,0.015129359982588346
Dim 1018,,,0.015108695652173989,,0.015108695652173989
Dim 144,0.028963509316770265,0.00904524284763811,0.014871894409937947,0.007507763975155256,0.015097102637375395
Dim 595,0.013781055900621179,0.027495009980040053,0.004002329192546554,,0.015092798357735929
Dim 382,0.018377329192546633,0.03174983366600145,0.0022787267080745174,0.007903726708074545,0.015077404068674286
Dim 668,0.01711568322981369,0.025013306719893654,0.003066770186335382,,0.015065253378680908
Dim 112,0.031253881987577684,0.013632734530938192,0.00787267080745341,0.007484472049689439,0.01506093984391468
Dim 215,0.013757763975155334,0.03309381237524958,0.0034743788819875513,0.009825310559006255,0.015037816447849682
Dim 130,0.012449534161490758,0.03555555555555561,0.00439052795031052,0.007371894409937879,0.014941878019323692
Dim 860,,,0.01487577639751563,,0.01487577639751563
Dim 461,0.0193012422360249,0.016250831669993405,0.004444875776397477,0.019437111801242284,0.014858515370914517
Dim 630,0.03003493788819885,0.011636726546906279,0.0029037267080745093,,0.014858463714393214
Dim 143,0.026362577639751635,0.022395209580838335,0.009666149068323013,0.0009161490683229794,0.014835021339308991
Dim 356,0.014701086956521768,0.01608782435129745,0.008222049689441012,0.02020574534161495,0.014804176584718795
Dim 460,0.025962732919254744,0.029068529607451824,0.0008307453416149065,0.003202639751552769,0.01476616190496856
Dim 45,0.027232142857142885,0.013865602129075257,0.005372670807453363,0.012546583850931721,0.014754249911150806
Dim 980,,,0.014751552795031122,,0.014751552795031122
Dim 697,0.022822204968944118,0.02116766467065874,0.0001669254658385093,,0.01471893170181379
Dim 349,0.02369177018633541,0.025565535595475804,0.0010791925465838468,0.008489906832298166,0.014706601290173307
Dim 254,0.026444099378882056,0.017268795741849693,0.009697204968944134,0.0049650621118011995,0.01459379055036927
Dim 183,0.02822981366459633,0.019381237524950155,0.005485248447204919,0.005232919254658341,0.014582304722852435
Dim 742,0.034223602484472176,0.008725881570192993,0.0004736024844720499,,0.014474362179712407
Dim 96,0.0344332298136647,0.016979374584165065,0.0019332298136645813,0.004472049689440957,0.014454470975233826
Dim 722,0.020648291925465908,0.015499001996008035,0.007146739130434776,,0.01443134435063624
Dim 451,0.025819099378882063,0.01835994677312049,0.00803959627329194,0.005500776397515479,0.014429854705702492
Dim 14,0.012177795031055979,0.021121091151031328,0.008218167701863364,0.016184006211180192,0.014425265023782715
Dim 295,0.025966614906832355,0.02626413838988701,0.0016071428571428463,0.0038392857142856827,0.014419295467036974
Dim 287,0.009677795031055956,0.0219727212242183,0.010854037267080813,0.015069875776397566,0.01439360732468816
Dim 552,0.030811335403726877,0.007588157019294773,0.00448757763975151,,0.014295690020924387
Dim 132,0.029192546583850953,0.016111111111111173,0.00105590062111801,0.010780279503105653,0.014284959454796447
Dim 690,0.01484083850931683,0.02737192282102472,0.000562888198757764,,0.014258549843033104
Dim 104,0.030419254658385166,0.007924151696606844,0.006727484472049649,0.011929347826087023,0.014250059663282171
Dim 406,0.021816770186335467,0.018636061210911558,0.013319099378882055,0.003202639751552775,0.014243642631920461
Dim 178,0.014200310559006276,0.034896872920825134,0.0016265527950310454,0.006203416149068272,0.014231788105982683
Dim 806,,,0.014204192546583916,,0.014204192546583916
Dim 277,0.016304347826087022,0.027854291417165722,0.004060559006211145,0.008423913043478275,0.014160777823235542
Dim 140,0.024145962732919274,0.017847638057218927,0.007107919254658372,0.0075155279503105535,0.014154261998776781
Dim 105,0.009790372670807491,0.03285429141716572,0.01022903726708079,0.0037383540372670507,0.014153013848080263
Dim 740,0.019930124223602543,0.0202628077178976,0.0022593167701863196,,0.014150749570562155
Dim 1014,,,0.01414208074534167,,0.01414208074534167
Dim 492,0.01819099378881995,0.02118097139055224,0.004180900621117974,0.012884316770186395,0.014109295642669141
Dim 488,0.022814440993788845,0.015618762475050002,0.004235248447204931,0.013486024844720534,0.014038619190191079
Dim 765,0.02784549689440996,0.009500998003992098,0.004755434782608652,,0.014033976560336904
Dim 157,0.017406832298136707,0.006972721224218243,0.014270186335403803,0.01724767080745343,0.013974352666303046
Dim 538,0.019844720496894463,0.020585495675316076,0.00147127329192546,,0.013967163154712
Dim 465,0.002022515527950296,0.032538256819693995,0.008575310559006245,0.012659161490683298,0.01394881109933346
Dim 608,0.023652950310559084,0.01604125083167005,0.0020846273291925286,,0.013926276157140552
Dim 328,0.030438664596273368,0.011989354624085229,0.006661490683229778,0.006529503105590035,0.013904753252294602
Dim 440,0.024557453416149115,0.016264138389886967,0.0075,0.0072204968944099305,0.013885522175111503
Dim 561,0.022278726708074598,0.014860279441117816,0.004464285714285673,,0.013867763954492693
Dim 275,0.02218555900621122,0.005083166999334616,0.010535714285714351,0.01765139751552796,0.013863959451697036
Dim 762,0.012771739130434856,0.014005322687957466,0.014623447204968994,,0.013800169674453772
Dim 934,,,0.013788819875776468,,0.013788819875776468
Dim 729,0.031451863354037296,0.008389886892880963,0.0014169254658385015,,0.013752891904252253
Dim 496,0.014693322981366516,0.02952428476380583,0.0016925465838509238,0.009056677018633556,0.013741707836914207
Dim 424,0.009755434782608749,0.022511643379906916,0.007690217391304348,0.015000000000000045,0.013739323888455016
Dim 338,0.017600931677018695,0.03373253493013984,0.0021583850931676868,0.001358695652173906,0.013712636838125033
Dim 719,0.02340062111801249,0.008832335329341365,0.008901397515527976,,0.01371145132096061
Dim 311,0.03880822981366468,0.007132401862940815,0.007857142857142865,0.0010364906832298112,0.013708566304244543
Dim 26,0.01779114906832305,0.02956753160345981,0.004079968944099345,0.003299689440993764,0.013684584764218993
Dim 393,0.024002329192546648,0.017238855622089194,0.00887810559006214,0.004530279503105554,0.013662392476950886
Dim 844,,,0.013633540372670868,,0.013633540372670868
Dim 645,0.008086180124223614,0.023769128409847035,0.00894021739130439,,0.01359850864179168
Dim 695,0.00968167701863359,0.027365269461077937,0.0036063664596273012,,0.013551104313112945
Dim 575,0.027453416149068433,0.008682634730538983,0.004448757763975114,,0.013528269547860844
Dim 531,0.006785714285714255,0.024491017964071948,0.00909549689440996,,0.013457409714732055
Dim 78,0.01920031055900626,0.031071190951430516,0.0022010869565217204,0.0011917701863353993,0.013416089663323473
Dim 563,0.016809006211180155,0.018263473053892254,0.0051475155279502634,,0.01340666493100756
Dim 274,0.0200427018633541,0.012139055222887633,0.0030978260869565016,0.018307453416149106,0.013396759147336835
Dim 198,0.020570652173913087,0.015888223552894265,0.008365683229813679,0.008738354037267115,0.013390728248472037
Dim 203,0.010729813664596336,0.016686626746507043,0.010997670807453497,0.014926242236024886,0.013335088363645442
Dim 565,0.034922360248447255,0.0038722554890219273,0.0010209627329192512,,0.013271859490129477
Dim 101,0.0176902173913044,0.02950765136393893,0.0028183229813664363,0.0029037267080745132,0.01322997961117107
Dim 588,0.029600155279503132,0.00786427145708586,0.0021118012422360103,,0.01319207599294167
Dim 593,0.019778726708074595,0.009634065202927549,0.010135869565217464,,0.013182887158739868
Dim 309,0.021708074534161514,0.016600133067198986,0.0048059006211179705,0.009600155279503149,0.013178565875495405
Dim 510,0.0224961180124224,0.019155023286759866,0.005069875776397466,0.0058579192546583305,0.013144734082559516
Dim 919,,,0.013105590062111871,,0.013105590062111871
Dim 25,0.003963509316770149,0.03642049234863624,0.0059549689440993245,0.0060364906832297595,0.013093865323183868
Dim 573,0.013482142857142934,0.019271457085828364,0.00652173913043474,,0.013091779691135346
Dim 592,0.007791149068322984,0.026400532268795882,0.00501940993788815,,0.013070363758335674
Dim 689,0.015690993788819947,0.022604790419161764,0.0008773291925465828,,0.013057704466842767
Dim 346,0.02249223602484476,0.01611443779108452,0.01331521739130441,0.0002600931677018634,0.013045496093733887
Dim 516,0.027829968944099476,0.01074517631403868,0.00045807453416149086,,0.01301107326409988
Dim 605,0.012072981366459684,0.018928809048569584,0.007907608695652176,,0.012969799703560483
Dim 298,0.02469720496894416,0.01587159015302732,0.005093167701863308,0.006145186335403675,0.012951787289809615
Dim 121,0.01899456521739135,0.0031603459747172056,0.004126552795031021,0.025473602484472127,0.012938766617902926
Dim 718,0.02313664596273296,0.006343978709248171,0.00931677018633543,,0.012932464952772187
Dim 2,0.0018206521739130336,0.02866600133067213,0.003253105590062088,0.017969720496894444,0.012927369897885423
Dim 170,0.016673136645962768,0.011932801064537674,0.0036374223602484166,0.019452639751552838,0.012923999955575423
Dim 445,0.020593944099378935,0.013978709248170403,0.005760869565217339,0.011335403726708127,0.0129172316598687
Dim 195,0.0030395962732919,0.026410512308716032,0.00028726708074534163,0.0217430124223603,0.012870097021278393
Dim 9,0.004549689440993747,0.03707584830339329,0.003000776397515506,0.006828416149068305,0.01286368257274271
Dim 300,0.01324922360248453,0.02300066533599475,0.0032802795031055634,0.011859472049689507,0.012847410122818587
Dim 660,0.017911490683229902,0.010392548236859698,0.01019409937888203,,0.012832712766323875
Dim 336,0.03032220496894415,0.013489687292082555,0.004802018633540327,0.002670807453416131,0.01282117958699579
Dim 579,0.006354813664596213,0.023399866932801123,0.008676242236024865,,0.012810307611140733
Dim 19,0.008940217391304376,0.030648702594810513,0.0002212732919254658,0.011327639751552845,0.0127844582573983
Dim 91,0.014375000000000058,0.015595475715236276,0.011397515527950373,0.009367236024844754,0.012683806817007865
Dim 644,0.005430900621117961,0.02879241516966081,0.003784937888198724,,0.0126694178929925
Dim 227,0.023520962732919305,0.006986027944111791,0.009922360248447256,0.010201863354037307,0.012657803569878914
Dim 50,0.026440217391304376,0.008519627411843027,0.0051125776397515045,0.01052795031055906,0.01265009318836449
Dim 175,0.002216614906832281,0.016809713905522335,0.008024068322981378,0.02349378881987583,0.012636046488802956
Dim 431,0.0235986024844721,0.023918829008649427,0.0018051242236024722,0.0011374223602484436,0.012614994519243111
Dim 401,0.023777173913043518,0.005286094477711191,0.006999223602484442,0.01439440993788825,0.01261422548278185
Dim 10,0.02204192546583855,0.01850632069194947,0.006304347826086909,0.0035908385093167392,0.012610858123297916
Dim 649,0.009503105590062158,0.019757152361942816,0.008563664596273307,,0.012607974182759427
Dim 369,0.024285714285714338,0.011170991350632134,0.006579968944099337,0.008385093167701892,0.012605441937036926
Dim 993,,,0.012577639751552863,,0.012577639751552863
Dim 161,0.008823757763975176,0.034760479041916315,0.005364906832298087,0.0012577639751552737,0.012551726903336212
Dim 464,0.008334627329192563,0.026606786427145885,0.008641304347826116,0.006587732919254617,0.012542612755854795
Dim 447,0.029941770186335464,0.01534264803725891,0.0024534161490683028,0.002371894409937873,0.012527432195650137
Dim 758,0.02039208074534164,0.014866932801064603,0.0022321428571428384,,0.01249705213451636
Dim 222,0.02607142857142863,0.0117498336660014,0.007760093167701871,0.004274068322981327,0.012463855932028306
Dim 491,0.03587344720496899,0.009680638722554959,0.0033773291925465582,0.0009045031055900608,0.012458979556415142
Dim 942,,,0.012453416149068378,,0.012453416149068378
Dim 171,0.007480590062111791,0.025924817032601532,0.011972049689441055,0.004312888198757727,0.012422586245728026
Dim 621,0.011871118012422447,0.004025282767797702,0.021354813664596312,,0.012417071481605488
Dim 672,0.005306677018633492,0.019903526280771855,0.012034161490683303,,0.012414788263362883
Dim 155,0.029743788819875834,0.00881237524950104,0.009833074534161533,0.0010364906832298101,0.012356432321692054
Dim 594,0.012453416149068378,0.018626081170991397,0.005683229813664543,,0.012254242377908106
Dim 687,0.0165760869565218,0.011127744510978104,0.009029503105590102,,0.012244444857696669
Dim 333,0.025465838509316805,0.01297737857618105,0.005947204968944043,0.004534161490683187,0.01223114588628127
Dim 145,0.013408385093167757,0.023779108449767175,0.003777173913043444,0.007880434782608694,0.012211275559646767
Dim 214,0.017414596273291977,0.007122421823020651,0.001350931677018628,0.02286878881987583,0.012189184648301772
Dim 704,0.016809006211180175,0.011906187624750543,0.007775621118012431,,0.012163604984647717
Dim 245,0.010341614906832337,0.023955422488356696,0.00027562111801242235,0.014041149068323046,0.012153451895381126
Dim 318,0.029169254658385144,0.00843646041250835,0.005551242236024798,0.005399844720496847,0.012139200506853784
Dim 879,,,0.012135093167701942,,0.012135093167701942
Dim 258,0.023722826086956597,0.01947438456420498,0.0007647515527950314,0.0045535714285713895,0.012128883408132
Dim 236,0.03187500000000005,0.007155688622754514,0.008400621118012446,0.0007453416149068322,0.01204416283891846
Dim 77,0.008788819875776415,0.03490685296074532,0.0017119565217391208,0.002663043478260848,0.012017668209130423
Dim 372,0.0037150621118012092,0.026457085828343344,0.0056909937888198195,0.012142857142857202,0.012001499717955392
Dim 414,0.011374223602484544,0.012751164337990735,0.004506987577639713,0.019138198757764017,0.011942643568969753
Dim 1011,,,0.011925465838509387,,0.011925465838509387
Dim 654,0.009359472049689456,0.023715901530272872,0.00269798136645961,,0.01192445164880731
Dim 678,0.02079192546583855,0.01393878908848975,0.0010364906832298101,,0.011922401745852703
Dim 331,0.015628881987577715,0.018130405854956785,0.002170031055900603,0.011754658385093219,0.011920994320882082
Dim 641,0.008920807453416165,0.016869594145043305,0.009930124223602534,,0.011906841940687335
Dim 749,0.011711956521739205,0.009956753160346039,0.014006211180124283,,0.011891640287403174
Dim 723,0.013090062111801293,0.013819028609447866,0.00856366459627332,,0.011824251772507495
Dim 670,0.026847826086956586,0.003552894211576812,0.005062111801242192,,0.01182094403325853
Dim 753,0.012010869565217462,0.0170192947438457,0.006420807453416106,,0.011816990587493088
Dim 82,0.00970496894409942,0.02587491683300076,0.006979813664596248,0.00467391304347822,0.011808403121293663
Dim 197,0.02142857142857151,0.022312042581503717,0.002034161490683216,0.0014324534161490629,0.011801807229226876
Dim 374,0.016308229813664653,0.01671324018629412,0.007612577639751553,0.00638586956521734,0.011754979301231917
Dim 570,0.01053959627329198,0.018160345974717277,0.0065605590062111354,,0.011753500418073465
Dim 135,0.029957298136646014,0.007757817697937511,0.0003183229813664597,0.008959627329192575,0.011748266536285641
Dim 855,,,0.011719720496894475,,0.011719720496894475
Dim 757,0.0052329192546583326,0.024787092481703358,0.005046583850931629,,0.011688865195764439
Dim 549,0.014130434782608756,0.017554890219560932,0.003291925465838484,,0.011659083489336058
Dim 601,0.028874223602484532,0.005831669993346624,0.0002251552795031056,,0.011643682958444755
Dim 425,0.019623447204968975,0.002045908183632717,0.010609472049689492,0.014266304347826136,0.01163628294652933
Dim 768,,,0.011622670807453488,,0.011622670807453488
Dim 635,0.0307453416149069,0.0004990019960079841,0.0035869565217391064,,0.011610433377551329
Dim 165,0.010597826086956589,0.025578842315369388,0.009972826086956555,0.0002795031055900621,0.011607249398718149
Dim 292,0.020069875776397565,0.017059214903526347,0.004805900621117967,0.00443322981366456,0.01159205527867661
Dim 453,0.01144798136645968,0.017648037258815766,0.0012965838509316704,0.015951086956521792,0.011585922358182225
Dim 359,0.021673136645962772,0.013532934131736589,0.003078416149068299,0.008047360248447231,0.011582961793803723
Dim 432,0.012453416149068391,0.01111111111111118,0.004864130434782565,0.017845496894409993,0.011568538647343033
Dim 124,0.00913819875776399,0.013043912175648766,0.011044254658385155,0.013008540372670858,0.011558726491117192
Dim 243,0.011152950310559065,0.018070525615435856,0.0027678571428571223,0.014239130434782659,0.011557615875908674
Dim 269,0.01396350931677026,0.01216899534264813,0.0032686335403726437,0.016766304347826114,0.011541860636904287
Dim 88,0.0013082298136645888,0.014913506320692006,0.006847826086956492,0.023039596273291985,0.011527289623651269
Dim 513,0.00824922360248449,0.021719893546240907,0.004328416149068283,,0.01143251109926456
Dim 567,0.0026281055900620916,0.016859614105123166,0.014809782608695707,,0.01143250076796032
Dim 713,0.01942934782608699,0.013027278775781833,0.0016731366459627245,,0.011376587749277182
Dim 362,0.010143633540372725,0.016051230871590168,0.004670031055900577,0.014464285714285768,0.011332295295537309
Dim 271,0.012107919254658447,0.022857618097139144,0.0012810559006211112,0.0089518633540373,0.011299614151613999
Dim 586,0.017604813664596323,0.006503659347970721,0.009774844720496943,,0.011294439244354663
